Product_ID,Name,Category,Sub-category,Supplier_ID,Cost,Product Specifications,Ratings,Reviews
P00234,Compact Sound System,Electronics,Audio,SUP73,119.99,"Bluetooth, Multi-room audio",4.7,High-quality sound
P00235,Running Shoes,Sports,Footwear,SUP74,69.99,"Lightweight, Sizes 8-12",4.5,Supportive and comfortable
P00236,Chocolate Truffles,Food,Snacks,SUP75,9.99,"Assorted flavors, 12 pack",4.8,Rich and indulgent
P00237,Premium Tea Collection,Food,Beverages,SUP76,19.99,"Assorted teas, 20 bags",4.6,Aromatic and flavorful
P00238,Urban Backpack,Fashion,Accessories,SUP77,49.99,"Water-resistant, 20L",4.4,Stylish and practical
P00239,Outdoor Backpack,Outdoor,Gear,SUP78,79.99,"40L, Water-resistant",4.7,Spacious and durable
P00240,Spa Bath Set,Beauty,Wellness,SUP79,34.99,"Bath bombs, Essential oils",4.5,Relaxing and luxurious
P00241,Skate Helmet,Sports,Safety,SUP80,29.99,"Impact-resistant, Adjustable",4.6,Safe and comfortable
P00242,Yoga Mat Bag,Sports,Accessories,SUP81,19.99,"Canvas, Fits standard mats",4.7,Convenient and stylish
P00243,Spice Rack Set,Kitchenware,Cooking,SUP82,39.99,"Wooden, 12 jars",4.6,Organized and accessible
P00244,Drone with Camera,Tech,Electronics,SUP83,249.99,"1080p, 20 min flight",4.7,Stable and clear footage
P00245,Modern Desk Lamp,Lighting,Home Decor,SUP84,49.99,"LED, Adjustable arm",4.5,Sleek and bright
P00246,Art Supplies Kit,Crafts,Materials,SUP85,29.99,"Pencils, Paints, Canvas",4.6,Great for creativity
P00247,Recycled Notepad Set,Office,Supplies,SUP86,12.99,"A5, Lined, 5-pack",4.4,Eco-friendly and useful
P00248,Eco-Friendly Tote Bag,Fashion,Bags,SUP87,14.99,"Reusable, Cotton canvas",4.7,Sturdy and stylish
P00249,Board Game Bundle,Games,Family,SUP88,59.99,"Assorted, 4 games",4.8,Hours of fun
P00250,Natural Lipstick,Beauty,Cosmetics,SUP89,19.99,"Long-lasting, Various shades",4.5,Vibrant and moisturizing
P00251,Kitchen Organizer Set,Home Goods,Storage,SUP90,34.99,"Plastic, Multi-piece",4.4,Space-saving and neat
P00252,Innovative Alarm Clock,Tech,Gadgets,SUP91,24.99,"Wake-up light, USB charging",4.6,Effective and modern
P00253,Startup Guide Book,Books,Technology,SUP92,29.99,"Hardcover, Business tips",4.7,Inspirational and informative
P00254,Kids Hoodie,Clothing,Children,SUP93,24.99,"Cotton, Sizes 4-10",4.5,Warm and comfortable
P00255,Elegant Watch,Fashion,Accessories,SUP94,79.99,"Stainless steel, Quartz movement",4.6,Classic and precise
P00256,Car Diagnostic Tool,Automotive,Tools,SUP95,49.99,"OBD2, Bluetooth",4.7,Useful and accurate
P00257,Organic Trail Mix,Food,Snacks,SUP96,6.99,"Nuts, Seeds, Dried fruit",4.6,Healthy and energizing
P00258,Outdoor Lounge Chair,Home Goods,Furniture,SUP97,99.99,"Folding, Weather-resistant",4.5,Comfortable and stylish
P00259,Professional Baseball Glove,Sports,Equipment,SUP98,59.99,"Leather, 12-inch",4.7,Durable and comfortable
P00260,Hi-Fi Speaker System,Electronics,Audio,SUP99,199.99,"Wireless, Multi-room",4.8,"Crisp sound, elegant design"
P00261,Aromatherapy Diffuser,Home Goods,Wellness,SUP100,29.99,"Ultrasonic, Essential oils",4.6,Calming and fragrant
P00262,Modern Office Chair,Home Goods,Furniture,SUP40,139.99,"Ergonomic design, Adjustable",4.4,Comfortable for long hours
P00263,Solar Power Bank,Tech,Sustainable Tech,SUP41,49.99,"10000mAh, Portable",4.6,Efficient and eco-friendly
P00264,Car Seat Covers,Auto,Accessories,SUP42,59.99,"Universal fit, Easy to clean",4.3,Durable and stylish
P00265,Organic Dog Food,Pets,Food,SUP43,34.99,"Grain-free, Chicken flavor",4.7,Nutritious and loved by pets
P00266,Designer Sunglasses,Fashion,Accessories,SUP44,129.99,"UV protection, Polarized",4.5,Elegant and protective
P00267,Camping Lantern,Outdoor,Gear,SUP45,24.99,"LED, Rechargeable",4.6,Bright and long-lasting
P00268,Stainless Steel Cookware Set,Home Goods,Kitchenware,SUP46,89.99,"Non-stick, Oven safe",4.7,Durable and versatile
P00269,Luxury Makeup Kit,Beauty,Cosmetics,SUP47,79.99,"Assorted items, High-quality",4.8,Complete and elegant
P00270,Inspirational Memoir,Books,Non-Fiction,SUP48,19.99,"Hardcover, 300 pages",4.5,Uplifting and powerful
P00271,Decorative Vase,Home Decor,Decor,SUP49,45.99,"Ceramic, Hand-painted",4.7,Stylish and unique
P00272,Bluetooth Alarm Clock,Home Goods,Accessories,SUP50,29.99,"Digital display, FM radio",4.6,Convenient and modern
P00273,Acoustic Guitar,Music,Instruments,SUP51,199.99,"Wooden, 6 strings",4.8,Great sound and build quality
P00274,Exercise Bike,Sports,Fitness Equipment,SUP52,259.99,"Adjustable resistance, LCD monitor",4.7,Sturdy and effective
P00275,Wireless Charging Pad,Office,Tech,SUP53,34.99,"Fast charge, Universal compatibility",4.5,Convenient and sleek
P00276,Organic Honey,Grocery,Food Items,SUP54,7.99,"Raw, 16 oz",4.8,Natural and sweet
P00277,Power Drill Set,Tools,Hardware,SUP55,89.99,"Cordless, Multiple bits",4.7,Powerful and versatile
P00278,Casual T-Shirt,Clothing,Tops,SUP56,19.99,"Cotton, Various sizes",4.6,Soft and durable
P00279,Gaming Laptop,Electronics,Computers,SUP57,999.99,"16GB RAM, 512GB SSD, RTX GPU",4.9,"High performance, sleek design"
P00280,Watercolor Paint Set,Arts,Craft Materials,SUP58,24.99,"12 colors, Brushes included",4.6,Vibrant and easy to use
P00281,Power Tool Combo Kit,Home Solutions,DIY Tools,SUP59,159.99,"Drill, Saw, Sander",4.7,Versatile and handy
P00282,Garden Statue,Outdoor,Decor,SUP60,49.99,"Resin, Weather-resistant",4.5,Charming and durable
P00283,Performance Leggings,Sports,Fitness Gear,SUP61,39.99,"Stretchable, Moisture-wicking",4.6,Comfortable for workouts
P00284,Professional Chef's Knife,Kitchenware,Cooking Tools,SUP62,59.99,"Stainless steel, 8-inch",4.8,Sharp and balanced
P00285,Fabric Sewing Kit,Crafts,Sewing Supplies,SUP63,29.99,"Assorted fabrics, Needles, Thread",4.7,Comprehensive and high-quality
P00286,Herb Growing Kit,Gardening,Plants,SUP64,34.99,"Indoor, LED light",4.6,Easy and fun to grow
P00287,Multi-Surface Cleaner,Cleaning,Household Tools,SUP65,12.99,"Natural, 32 oz",4.5,Effective and safe
P00288,Smart Fitness Tracker,Tech,Gadgets,SUP66,49.99,"Heart rate, Step counter",4.7,Accurate and stylish
P00289,Wooden Puzzle Toy,Toys,Games,SUP67,14.99,"Educational, Non-toxic",4.6,Fun and engaging for kids
P00290,Hammock with Stand,Leisure,Outdoor,SUP68,89.99,"Portable, Cotton canvas",4.7,Relaxing and sturdy
P00291,Cordless Leaf Blower,Tools,Workshop Equipment,SUP69,99.99,"Battery-powered, Lightweight",4.6,Efficient and easy to use
P00292,Organic Protein Powder,Food,Health Products,SUP70,29.99,"Vegan, Chocolate flavor",4.7,Nutritious and delicious
P00293,Ergonomic Office Chair,Office,Technology,SUP71,139.99,"Adjustable, Lumbar support",4.5,Comfortable for long hours
P00294,Cat Scratching Post,Pets,Pet Toys,SUP72,29.99,"Sisal, Interactive toys",4.6,Durable and entertaining
P00295,Portable Bluetooth Speaker,Electronics,Sound Systems,SUP73,59.99,"Waterproof, Long battery life",4.8,Great sound quality
P00296,Running Shoes,Fashion,Athletic Wear,SUP74,69.99,"Breathable, Sizes 7-12",4.7,Comfortable and durable
P00297,Gourmet Chocolate Snacks,Food,Confectionery,SUP75,12.99,"Assorted, Premium quality",4.8,Delicious and indulgent
P00298,Tea Infuser Set,Kitchenware,Brewing Equipment,SUP76,19.99,"Stainless steel, 4-piece",4.6,Elegant and practical
P00299,Urban Backpack,Fashion,Bags,SUP77,59.99,"Water-resistant, Multiple pockets",4.7,Stylish and functional
P00300,Hiking Backpack,Outdoor,Gear,SUP78,69.99,"40L, Durable",4.8,Spacious and comfortable
P00301,Spa Bath Set,Wellness,Spa Supplies,SUP79,39.99,"Bath salts, Essential oils",4.7,Relaxing and rejuvenating
P00302,Action Camera,Tech,Equipment,SUP80,119.99,"4K, Waterproof",4.8,Versatile and high quality
P00303,Yoga Mat,Sports,Fitness Clothing,SUP81,29.99,"Non-slip, Eco-friendly",4.7,Durable and comfortable
P00304,Gourmet Spice Rack,Kitchenware,Culinary Ingredients,SUP82,59.99,"Wooden, 18 jars",4.8,Aromatic and convenient
P00305,RC Drone,Tech,Drone Technology,SUP83,149.99,"720p camera, 15 min flight",4.6,Fun and easy to control
P00306,Electronix Smartphone Pro,Electronics,Smartphones,SUP01,399.99,"128GB, 5G, Advanced camera",4.6,"Superior performance, high-quality camera"
P00307,Global Textile Winter Jacket,Clothing,Outerwear,SUP02,99.99,"Water-resistant, Insulated, Size: M",4.3,Warm and stylish for winter
P00308,Elegant Sofa Deluxe,Home Goods,Furniture,SUP03,599.99,"Leather, 4-seater, Extra comfort",4.2,Luxurious and spacious
P00309,Quick Freeze Refrigerator Plus,Appliances,Kitchen,SUP04,399.99,"250L, Energy-efficient, Frost-free",4.0,More space and efficient cooling
P00310,Gadget Tablet Plus,Electronics,Tablets,SUP05,249.99,"12-inch screen, 64GB",4.5,"Larger screen, more storage"
P00311,Adventure Tent XL,Outdoor,Camping,SUP06,119.99,"6-person, Waterproof, Extra space",4.4,Spacious and robust for families
P00312,Luxe Moisturizer Plus,Beauty,Cosmetics,SUP07,39.99,"100ml, Anti-aging, Extra hydration",4.7,"Deeply nourishing, long-lasting effect"
P00313,Organic Apples Premium,Grocery,Fruits,SUP08,3.99,"Fresh, 1.5 lb, Hand-picked",4.8,Extra crisp and juicy
P00314,Auto Brake Pads Advanced,Auto,Parts,SUP09,49.99,"For SUVs, Enhanced durability",4.3,Higher performance for larger vehicles
P00315,Pharma Pain Reliever Extra,Health,Pharmaceuticals,SUP10,11.99,"650mg, Pack of 20, Fast-acting",4.9,"Quicker relief, higher dose"
P00316,Tech USB Drive XL,Electronics,Accessories,SUP11,24.99,"64GB, USB 3.1",4.6,"Higher capacity, faster transfer"
P00317,Executive Office Chair,Office,Furniture,SUP12,159.99,"Ergonomic, Leather, Adjustable",4.2,Premium comfort for executives
P00318,Power Drill Pro,Tools,Power Tools,SUP13,109.99,"Cordless, 20V, Extra torque",4.4,"More power, longer battery life"
P00319,Kitchen Blender Pro,Appliances,Kitchenware,SUP14,69.99,"700W, Glass jar, Multiple settings",4.1,"More powerful, versatile blending options"
P00320,Sports Sneakers Plus,Clothing,Footwear,SUP15,79.99,"Running, Enhanced cushioning, Size 10",4.5,Extra comfort for longer runs
P00321,Construction Helmet Pro,Industrial,Safety,SUP16,29.99,"Impact-resistant, Adjustable, Visor",4.7,Enhanced safety with visor
P00322,Kids Puzzle Advanced,Toys,Games,SUP17,19.99,"200 pieces, Ages 4+",4.6,More challenging and educational
P00323,Organic Milk Plus,Grocery,Dairy,SUP18,4.99,"1 gallon, Omega-3 enriched",4.8,Nutritious with added benefits
P00324,Athletic T-shirt Pro,Clothing,Sportswear,SUP19,24.99,"Quick-dry fabric, Size: L",4.4,Advanced material for athletes
P00325,Art Canvas Large,Arts,Crafts,SUP20,10.99,"24x30 inches, Cotton",4.3,Bigger size for larger projects
P00326,Electronix Smartphone Lite,Electronics,Smartphones,SUP01,199.99,"32GB, 4G, Basic camera",4.2,Affordable with essential features
P00327,Global Textile Summer Jacket,Clothing,Outerwear,SUP02,59.99,"Lightweight, Breathable, Size: M",4.1,"Perfect for summer, stylish"
P00328,Elegant Sofa Compact,Home Goods,Furniture,SUP03,399.99,"Fabric, 2-seater, Space-saving",4.0,"Ideal for small spaces, comfortable"
P00329,Quick Freeze Mini Fridge,Appliances,Kitchen,SUP04,249.99,"100L, Energy-efficient, Compact",3.9,Perfect for small spaces
P00330,Gadget Tablet Mini,Electronics,Tablets,SUP05,149.99,"8-inch screen, 16GB",4.3,Portable and convenient
P00331,Adventure Dome Tent,Outdoor,Camping,SUP06,79.99,"2-person, Waterproof, Lightweight",4.1,Ideal for solo or duo campers
P00332,Luxe Hand Cream,Beauty,Cosmetics,SUP07,19.99,"30ml, Moisturizing",4.4,Handy and nourishing
P00333,Organic Pears,Grocery,Fruits,SUP08,2.49,"Fresh, 1 lb, Juicy",4.6,Delicious and ripe
P00334,Auto Air Filters,Auto,Parts,SUP09,29.99,"Compatible with most cars, Durable",4.1,"Improves air quality, easy to install"
P00335,Pharma Allergy Relief,Health,Pharmaceuticals,SUP10,7.99,"10mg, Pack of 30, Non-drowsy",4.7,Effective for seasonal allergies
P00336,Tech Earbuds,Electronics,Accessories,SUP11,29.99,"Wireless, Compact design",4.4,Convenient and clear sound
P00337,Standard Office Desk,Office,Furniture,SUP12,99.99,"Wood, 4ft, Basic model",4.0,Functional and affordable
P00338,Handheld Electric Screwdriver,Tools,Power Tools,SUP13,49.99,"Cordless, Compact, 12V",4.2,Handy for quick fixes
P00339,Kitchen Hand Mixer,Appliances,Kitchenware,SUP14,29.99,"200W, Multiple beaters",4.1,Easy to use for baking
P00340,Casual Sneakers,Clothing,Footwear,SUP15,39.99,"Everyday wear, Size 10",4.3,Comfortable for daily use
P00341,Safety Glasses,Industrial,Safety,SUP16,9.99,"Anti-fog, Scratch-resistant",4.5,Essential for eye protection
P00342,Educational Board Game,Toys,Games,SUP17,24.99,"Ages 5+, Learning and fun",4.6,Engaging and educational for kids
P00343,Organic Yogurt,Grocery,Dairy,SUP18,1.99,"Natural, 16 oz, Various flavors",4.6,Creamy and healthy
P00344,Sports Water Bottle,Clothing,Sportswear,SUP19,14.99,"Insulated, 20 oz",4.2,Keeps drinks cold or hot
P00345,Sketching Art Set,Arts,Crafts,SUP20,15.99,"Pencils, Charcoal, Erasers",4.4,Complete set for beginners and pros
P00346,LED Desk Lamp Ultra,Home Goods,Lighting,SUP21,59.99,"Adjustable, Touch sensor, USB port",4.7,Versatile with modern design
P00347,Eco-Friendly Cleaning Kit,Health,Hygiene,SUP22,14.99,"Biodegradable, Multi-surface",4.5,Safe and effective
P00348,Cat Play Tower,Pets,Toys,SUP23,39.99,"Multi-level, Scratch posts",4.6,Entertaining and durable for cats
P00349,Deluxe Office Chair,Office,Furniture,SUP24,499.99,"Leather, Ergonomic, Lumbar support",4.8,Premium comfort and design
P00350,Encyclopedia Set,Books,Reference,SUP25,119.99,"Hardcover, 10 volumes",4.7,Comprehensive and informative
P00351,Bluetooth Sound Bar,Electronics,Audio,SUP26,89.99,"Wireless, Surround sound",4.6,Enhanced audio experience
P00352,Herbal Wellness Tea,Health,Beverages,SUP27,9.99,"Organic, Assorted flavors, 20 bags",4.5,Soothing and healthful
P00353,Gaming Laptop Ultra,Electronics,Computers,SUP28,1299.99,"16GB RAM, 512GB SSD, High-performance GPU",4.9,Top-tier gaming experience
P00354,Luxury Garden Lounger,Home Goods,Outdoor,SUP29,249.99,"Adjustable, Cushioned, Weather-resistant",4.7,Elegant and comfortable
P00355,Organic Salmon Fillet,Food,Seafood,SUP30,19.99,"Fresh, Sustainably caught, 1 lb",4.8,Delicious and healthy
P00356,Designer Suit,Clothing,Formal Wear,SUP31,399.99,"Wool, Tailored fit, Various sizes",4.8,Sophisticated and stylish
P00357,Virtual Reality Headset,Electronics,Wearables,SUP32,299.99,"Wireless, High-resolution, Immersive experience",4.7,Cutting-edge and interactive
P00358,Organic Trail Mix,Grocery,Snacks,SUP33,5.99,"Nuts, Seeds, Dried fruits, 1 lb",4.6,Nutritious and energy-boosting
P00359,Performance Running Shoes,Sports,Footwear,SUP34,89.99,"Breathable, Enhanced grip, Sizes 8-12",4.7,High-performance for runners
P00360,Interactive Toy Robot,Toys,Electronic Toys,SUP35,59.99,"Voice control, Programmable",4.7,Fun and educational for kids
P00361,Artisan Cheese Selection,Grocery,Deli,SUP36,24.99,"Assorted premium cheeses, 500g",4.9,Rich flavors and variety
P00362,Advanced Fitness Tracker,Sports,Technology,SUP37,149.99,"Heart rate, Sleep monitor, Waterproof",4.8,Comprehensive health tracking
P00363,Professional Drill Kit,Tools,Power Tools,SUP38,129.99,"Cordless, Multiple bits, Heavy-duty",4.7,Versatile and powerful for professionals
P00364,High-Definition TV,Electronics,Televisions,SUP39,549.99,"4K, 65 inch, Smart features",4.8,"Crisp image, smart connectivity"
P00365,Modern Coffee Table,Home Goods,Furniture,SUP40,199.99,"Wooden, Contemporary design, Storage space",4.6,Stylish and functional
P00366,Spa Bath Essentials,Beauty,Wellness,SUP79,44.99,"Bath salts, Body scrub, Essential oils",4.6,Complete spa experience
P00367,Skate Helmet Pro,Sports,Safety,SUP80,39.99,"Impact-resistant, Enhanced ventilation",4.7,Comfortable and extra safe
P00368,Yoga Mat Bag Plus,Sports,Accessories,SUP81,24.99,"Canvas, Extra pockets, Fits larger mats",4.8,Spacious and functional
P00369,Deluxe Spice Rack Set,Kitchenware,Cooking,SUP82,49.99,"Wooden, 16 jars, Labels included",4.7,"More spices, better organization"
P00370,Advanced Drone with Camera,Tech,Electronics,SUP83,299.99,"1080p, 30 min flight, GPS",4.8,"Enhanced stability, longer flight time"
P00371,Modern Desk Lamp Plus,Lighting,Home Decor,SUP84,59.99,"LED, Adjustable arm, Dimmer",4.6,Flexible lighting options
P00372,Art Supplies Pro Kit,Crafts,Materials,SUP85,39.99,"Pencils, Paints, Canvas, Brushes",4.7,For advanced artists
P00373,Eco-Friendly Recycled Notebook Set,Office,Supplies,SUP86,14.99,"A4, Lined, 5-pack, Recycled paper",4.5,"Larger, eco-conscious choice"
P00374,Designer Eco-Friendly Tote Bag,Fashion,Bags,SUP87,19.99,"Reusable, Organic cotton, Larger size",4.8,Stylish and environmentally friendly
P00375,Board Game Ultimate Bundle,Games,Family,SUP88,79.99,"Assorted, 6 games, Family pack",4.9,"More games, more fun"
P00376,Premium Natural Lipstick Set,Beauty,Cosmetics,SUP89,24.99,"Long-lasting, Various shades, Vegan",4.6,"Diverse colors, cruelty-free"
P00377,All-in-One Kitchen Organizer,Home Goods,Storage,SUP90,44.99,"Plastic, Multi-piece, Space-efficient",4.5,Maximize kitchen space
P00378,Smart Wake-Up Alarm Clock,Tech,Gadgets,SUP91,34.99,"Sunrise simulation, USB charging, FM radio",4.7,Natural waking experience
P00379,Entrepreneur's Startup Guide,Books,Technology,SUP92,34.99,"Hardcover, Business strategies, Case studies",4.8,Deeper insights for startups
P00380,Kids Hoodie Deluxe,Clothing,Children,SUP93,29.99,"Cotton, Sizes 4-12, Fun designs",4.6,More sizes and playful designs
P00381,Organic Bath Soap Variety Pack,Beauty,Personal Care,SUP07,7.99,"Assorted scents, 100g each, 3-pack",4.7,Variety of natural fragrances
P00382,Advanced Smart Thermostat,Home Goods,Smart Home,SUP39,229.99,"Wi-Fi, Energy saving, Remote sensor",4.9,Enhanced efficiency with sensor control
P00383,Mountain Bike Pro,Sports,Cycling,SUP80,349.99,"24-speed, Aluminum frame, Suspension fork",4.8,Advanced features for tougher terrains
P00384,Ceramic Dinner Set Deluxe,Home Goods,Kitchenware,SUP03,79.99,"24-piece, Dishwasher safe, Microwave safe",4.7,"More pieces, added versatility"
P00385,Car Stereo System Premium,Auto,Accessories,SUP42,149.99,"Bluetooth, Handsfree, Enhanced audio quality",4.6,"Superior sound, seamless installation"
P00386,Orthopedic Dog Bed,Pets,Beds,SUP43,59.99,"Large, Memory foam, Washable",4.8,Extra comfort for older pets
P00387,Designer Handbag Mini,Clothing,Accessories,SUP44,159.99,"Leather, Compact, Various colors",4.7,Chic and practical
P00388,Camping Stove Pro,Outdoor,Cooking,SUP45,79.99,"Portable, Dual fuel, Efficient burning",4.5,Ideal for extended outdoor trips
P00389,Ceramic Cookware Set,Home Goods,Kitchenware,SUP46,99.99,"10 piece, Non-stick, Oven safe",4.6,Durable and versatile
P00390,Anti-Aging Skincare Set,Beauty,Skincare,SUP47,49.99,"Serum 30ml, Cream 50ml, Eye treatment",4.9,Comprehensive age-defying care
P00391,Limited Edition Novel,Books,Fiction,SUP48,19.99,"Hardcover, Signed, 300 pages",4.8,Collectible and engaging
P00392,Large Wall Canvas,Home Goods,Decor,SUP49,69.99,"Canvas, 36x48 inches",4.7,Impressive and artistic
P00393,Wireless Outdoor Speaker,Electronics,Audio,SUP50,69.99,"Bluetooth, Waterproof, Long-range",4.8,"Powerful sound, durable for outdoors"
P00394,Electric Guitar,Music,Instruments,SUP51,249.99,"Electric, 6 strings, Amplifier included",4.9,"Excellent sound, complete set"
P00395,Eco-friendly Yoga Mat,Sports,Fitness,SUP52,39.99,"Non-slip, Biodegradable material, 6mm",5.0,Sustainable and high quality
P00396,High-Capacity Printer Cartridge,Office,Supplies,SUP53,49.99,"Inkjet, Black, Extended life",4.4,"Cost-effective, longer lasting prints"
P00397,Organic Granola,Grocery,Breakfast,SUP54,4.99,"Gluten-free, Nuts and berries, 500g",4.7,Delicious and nutritious
P00398,Professional Tool Kit,Tools,Hand Tools,SUP55,99.99,"30-piece, High-quality, Case included",4.5,Complete set for professionals
P00399,Fashion T-shirt Plus,Clothing,Tops,SUP56,29.99,"Organic cotton, Enhanced fit, Various sizes",4.6,Eco-friendly and stylish
P00400,High-Performance Laptop Bag,Electronics,Accessories,SUP57,59.99,"Padded, Fits up to 17-inch laptops, Water-resistant",4.7,Durable and spacious
P00401,Artist's Complete Kit,Arts,Crafts,SUP58,39.99,"Pencils, Paints, Brushes, Sketchpad",4.9,Perfect for artists of all levels
P00402,Professional Power Washer,Home Goods,Tools,SUP59,199.99,"Electric, High pressure, Multiple nozzles",4.8,Powerful and versatile for all surfaces
P00403,Luxury Garden Furniture Set,Home Goods,Outdoor,SUP60,499.99,"Metal, Cushioned, 6 seats",4.7,Elegant and comfortable for outdoor lounging
P00404,Adventure Backpack Pro,Outdoor,Camping,SUP45,69.99,"40L, Waterproof, Enhanced straps",4.7,"Extra space, comfortable for long hikes"
P00405,Gourmet Olive Oil Deluxe,Grocery,Cooking Essentials,SUP36,19.99,"Extra virgin, Aged, 750ml",4.9,"Richer flavor, premium quality"
P00406,Travel Blender,Home Goods,Kitchen Appliances,SUP14,39.99,"Battery-operated, 500ml, Multiple speeds",4.6,"More versatile, perfect for on-the-go"
P00407,Luxury Facial Cream Advanced,Beauty,Skin Care,SUP07,79.99,"50ml, Anti-aging, Enhanced formula",4.8,"More effective, rejuvenating results"
P00408,Organic Quinoa Bulk,Grocery,Grains,SUP33,9.99,"Gluten-free, 2 lb, Eco-packaging",4.6,Economical and environmentally friendly
P00409,Executive Office Chair,Office,Furniture,SUP40,179.99,"High-back, Adjustable, Memory foam",4.5,"Superior comfort, perfect for executives"
P00410,Electric Skateboard Pro,Sports,Outdoor Recreation,SUP80,299.99,"Wireless remote, 20 mph, Longer range",4.8,Faster and more fun
P00411,Advanced Smart Home Hub,Electronics,Smart Home,SUP39,119.99,"Voice control, Wi-Fi, Home automation",4.7,"Enhanced features, seamless integration"
P00412,Designer Sunglasses Elite,Fashion,Accessories,SUP44,129.99,"UV protection, Polarized, Lightweight",4.9,Ultimate style and eye protection
P00413,Wireless Earbuds Pro,Electronics,Audio,SUP26,59.99,"Bluetooth 5.2, Active noise-cancelling",4.8,"Superior sound, advanced noise cancellation"
P00414,Eco-Friendly Yoga Mat Pro,Sports,Fitness,SUP81,34.99,"Non-toxic material, 8mm, Extra grip",5.0,Ultimate comfort and sustainability
P00415,Action Camera Ultra,Electronics,Cameras,SUP32,159.99,"4K, Waterproof, Stabilization",4.6,"Perfect for extreme sports, stable footage"
P00416,Kids Educational Tablet Plus,Toys,Electronics,SUP35,89.99,"Parental controls, Learning apps, Durable",4.7,"More robust, educational and entertaining"
P00417,Protein Powder Gold,Health,Supplements,SUP37,39.99,"Whey, 1.5 kg, Chocolate",4.9,"Enhanced formula, better taste"
P00418,Smart Electric Toothbrush,Personal Care,Dental,SUP47,69.99,"Rechargeable, Multiple modes, Travel case",4.8,"Advanced cleaning, travel-friendly"
P00419,Luxury Floor Lamp,Home Goods,Lighting,SUP21,99.99,"LED, Adjustable, Dimmable",4.6,Stylish and versatile lighting
P00420,Leather Wallet Premium,Fashion,Accessories,SUP44,39.99,"Genuine leather, RFID-blocking, Multiple slots",4.8,"Enhanced security, luxurious design"
P00421,Organic Cotton Sheets Deluxe,Home Goods,Bedding,SUP02,79.99,"Queen size, 600 thread count, Sateen weave",4.7,Ultra-soft and luxurious
P00422,High-Speed Router Pro,Electronics,Networking,SUP57,129.99,"Wi-Fi 6, Tri-band, Enhanced range",4.9,"Superior coverage, ultra-fast speeds"
P00423,Artisan Bread Maker Advanced,Home Goods,Kitchen Appliances,SUP14,159.99,"Multiple settings, Gluten-free options, 3 lb loaf",4.8,"More features, perfect for baking enthusiasts"
P00424,Fitness Smartwatch Pro,Sports,Technology,SUP52,179.99,"Heart rate, GPS, Advanced metrics, Waterproof",4.9,"More features, highly accurate"
P00425,Artisan Coffee Mug,Home Goods,Kitchenware,SUP49,19.99,"Ceramic, Hand-painted, 16 oz",4.7,Artistic and larger capacity
P00426,LED Desk Lamp Plus,Office,Accessories,SUP21,44.99,"Dimmable, USB charging, Color temperature control",4.8,"More features, customizable lighting"
P00427,Organic Dog Food Plus,Pets,Food,SUP23,49.99,"Chicken, Grain-free, 25 lb",4.9,Healthier and more satisfying
P00428,Acoustic Guitar Premium,Music,Instruments,SUP51,249.99,"Wooden, Enhanced sound quality, Full size",5.0,"Superior sound, professional quality"
P00429,Performance Running Shoes,Sports,Footwear,SUP34,79.99,"Breathable, Enhanced support, Size 9-11",4.8,Improved design for athletes
P00430,Advanced Drone with Camera,Electronics,Drones,SUP83,299.99,"4K video, 30min flight time, Stabilization",4.9,"Superior footage, longer flights"
P00431,Expedition Travel Backpack,Outdoor,Gear,SUP45,89.99,"50L, Laptop compartment, Durable material",4.8,"More capacity, designed for adventurers"
P00432,Summer Linen Dress Plus,Clothing,Women's Wear,SUP31,59.99,"Linen, Breathable, Size S-L",4.7,"More sizes, perfect for summer"
P00433,Wireless Keyboard Pro,Electronics,Accessories,SUP28,39.99,"Wireless, Ergonomic, Long battery life",4.8,"Enhanced comfort, longer use"
P00434,Professional Cookware Set,Home Goods,Cookware,SUP46,199.99,"12-piece, Induction compatible, Stainless steel",4.9,"Chef quality, more pieces"
P00435,Luxury Table Lamp,Home Goods,Decor,SUP24,79.99,"Porcelain base, Silk shade, Dimmable",4.7,"Elegant design, ambient lighting"
P00436,Extreme Camping Sleeping Bag,Outdoor,Camping,SUP45,59.99,"-20°F, Waterproof, Lightweight",4.8,"For extreme conditions, ultra-warm"
P00437,Aromatherapy Body Wash,Personal Care,Hygiene,SUP07,14.99,"500ml, Essential oils, Multiple scents",4.9,"Relaxing, variety of scents"
P00438,Road and Trail Hybrid Bicycle,Sports,Cycling,SUP80,349.99,"24-speed, Dual-purpose tires, Aluminum frame",4.8,Versatile for all terrains
P00439,Aged Gourmet Cheese Deluxe,Grocery,Dairy,SUP36,12.99,"Aged Cheddar, 12 oz, Premium selection",5.0,"Exceptional taste, artisan quality"
P00440,Wide-Mouth Juicer,Home Goods,Kitchen Appliances,SUP14,69.99,"700W, 3-speed, Larger chute",4.7,"Faster juicing, more capacity"
P00441,Collector's Edition Graphic Novel,Books,Comics,SUP48,29.99,"Hardcover, Signed, 250 pages",4.9,"Exclusive content, collectible"
P00442,Luxury Silk Scarf,Fashion,Accessories,SUP31,34.99,"100% Silk, Designer patterns",4.8,"High-end fashion, exquisite designs"
P00443,Advanced Water Filter Pitcher,Home Goods,Kitchenware,SUP49,39.99,"12 cup, Alkaline water, BPA-free",4.7,"Healthier water, larger capacity"
P00444,Mountain Bike Compact,Sports,Cycling,SUP34,359.99,"24-inch, 18-speed",4.6,Compact and agile ride
